id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,top5_platos,todos_platos,personal_destacado,terminos_tfidf
62,La Tasqueria de Javi Estevez,"Calle Modesto Lafuente, 82",90,4.6,4.178,83.3,4.4,12.2,11,35,46,29,4,7,4,63,76,29,23,12,0,1,2,32,2,3,2,27,70.0,84.4,32.2,25.6,13.3,0.0,1.1,2.2,35.6,2.2,3.3,2.2,30.0,50,63,27,18,8,0,1,1,26,2,3,2,25,9,10,1,4,4,0,0,1,4,0,0,0,1,4.1,4.17,4.34,3.87,3.67,,5.0,3.0,4.03,4.5,4.33,5.0,4.3,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"cordero(5), fideua(4), cochinillo confitada(4), cochinillo frita(3), callos pata(3)","cordero(5), fideua(4), cochinillo confitada(4), cochinillo frita(3), callos pata(3), croquetas(3), manitas(2), tortilla(2), mejillones(2), helado(2), foie papada(2), cecina(1), ensaladilla(1), oreja(1)",,"platos, menú, casquería, restaurante, servicio"
63,Sa Vida Wine Restaurant,"Calle Doctor Fleming, 51",90,4.6,4.744,92.2,5.6,2.2,2,11,76,7,5,2,0,57,83,21,15,4,3,1,2,32,5,2,0,7,63.3,92.2,23.3,16.7,4.4,3.3,1.1,2.2,35.6,5.6,2.2,0.0,7.8,55,77,19,12,2,3,0,2,28,4,1,0,6,0,2,1,1,1,0,0,0,1,1,1,0,0,4.84,4.75,4.67,4.27,3.75,4.67,3.0,5.0,4.59,4.4,3.5,,4.57,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"croquetas(5), bacalao(4), cochinillo(2), arroz meloso(2), rabo(1)","croquetas(5), bacalao(4), cochinillo(2), arroz meloso(2), rabo(1), gambas(1), risotto(1), foie(1), solomillo(1), pulpo(1)",,"comida, vinos, servicio, platos, calidad"
64,La Pizzateca,"Calle León, 35",90,4.6,4.789,94.4,2.2,3.3,3,12,80,5,2,2,1,68,53,23,16,7,5,3,12,22,0,0,0,7,75.6,58.9,25.6,17.8,7.8,5.6,3.3,13.3,24.4,0.0,0.0,0.0,7.8,66,49,22,14,5,5,3,10,20,0,0,0,6,2,3,1,1,1,0,0,1,1,0,0,0,0,4.82,4.7,4.7,4.5,4.29,5.0,5.0,4.58,4.77,,,,4.71,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"pasta(4), pizza margarita(2), tacos(1), carbonara(1), chorizo(1)","pasta(4), pizza margarita(2), tacos(1), carbonara(1), chorizo(1)",,"pizza, comida, pizzas, servicio, excelente"
65,Maruzzella,"Calle Raimundo Fernandez Villaverde, 28",90,4.6,4.811,95.6,2.2,2.2,2,10,81,5,2,0,2,73,68,22,4,4,4,1,8,30,6,0,0,7,81.1,75.6,24.4,4.4,4.4,4.4,1.1,8.9,33.3,6.7,0.0,0.0,7.8,70,64,22,4,4,4,1,8,29,6,0,0,7,2,2,0,0,0,0,0,0,1,0,0,0,0,4.81,4.79,4.91,5.0,5.0,4.75,5.0,4.88,4.87,5.0,,,4.86,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"pasta(8), tiramisú(5), lasaña(3), carbonara(3), tagliatelle(2)","pasta(8), tiramisú(5), lasaña(3), carbonara(3), tagliatelle(2), jamon(1), atún(1), mejillones(1)",,"comida, atención, servicio, buena, excelente"
66,La Cabaña Argentina,"Calle Ventura de la Vega, 10",90,4.5,4.067,72.2,14.4,13.3,12,28,49,16,13,6,6,64,70,26,16,11,0,4,9,26,1,0,0,21,71.1,77.8,28.9,17.8,12.2,0.0,4.4,10.0,28.9,1.1,0.0,0.0,23.3,51,54,22,10,4,0,4,8,21,1,0,0,18,5,5,1,2,3,0,0,1,1,0,0,0,2,4.28,4.24,4.46,3.75,3.45,,4.25,4.33,4.31,4.0,,,4.33,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"mollejas(9), lomo alto(3), lomo bajo(3), jamón(2), brownie(2)","mollejas(9), lomo alto(3), lomo bajo(3), jamón(2), brownie(2), cochinillo(2), papas fritas(2), empanadas filetes(2)",,"comida, servicio, carne, restaurante, madrid"
67,MU! El Placer de la Carne II,"Calle de la Victoria, 12",90,4.7,4.578,88.9,4.4,6.7,6,16,72,8,4,2,4,74,66,15,37,12,2,2,7,22,2,1,0,5,82.2,73.3,16.7,41.1,13.3,2.2,2.2,7.8,24.4,2.2,1.1,0.0,5.6,65,59,13,35,9,2,1,4,19,1,0,0,3,6,5,1,2,1,0,0,1,2,1,0,0,1,4.54,4.61,4.6,4.76,4.33,5.0,4.0,3.57,4.55,3.0,3.0,,3.6,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"empanadas(4), entraña(3), flan(2), filete(2), chorizo(2)","empanadas(4), entraña(3), flan(2), filete(2), chorizo(2), lomo alto(2), empanada ensalada(2), salmón(1), helado(1), morcilla(1)",,"comida, carne, atención, excelente, buena"
68,La Gaditana Retiro,"Calle Doctor Castelo, 26",91,4.9,4.901,98.9,0.0,1.1,1,10,85,5,0,0,1,73,47,10,5,1,0,0,3,15,0,0,1,9,80.2,51.6,11.0,5.5,1.1,0.0,0.0,3.3,16.5,0.0,0.0,1.1,9.9,73,47,10,5,1,0,0,3,15,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,4.89,4.9,4.6,5.0,,,5.0,5.0,,,5.0,5.0,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"atún(4), arroz(3), zamburiñas(2), tarta(2), rabo(1)","atún(4), arroz(3), zamburiñas(2), tarta(2), rabo(1), solomillo(1), rodaballo(1), pulpo(1), vermut(1), rape(1)",,"félix, comida, atención, felix, servicio"
69,Amordmadre,"Calle Sierra de Palomeras, 40",91,4.8,4.571,90.1,5.5,4.4,4,13,68,14,5,1,3,64,73,15,19,9,2,1,8,29,13,0,0,17,70.3,80.2,16.5,20.9,9.9,2.2,1.1,8.8,31.9,14.3,0.0,0.0,18.7,61,68,13,14,8,2,1,8,28,11,0,0,13,0,2,0,2,0,0,0,0,1,2,0,0,1,4.75,4.67,4.6,4.11,4.56,4.5,4.0,4.88,4.72,4.15,,,4.29,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,"oreja(7), entraña(5), croquetas(4), pulpo(2), atún(2)","oreja(7), entraña(5), croquetas(4), pulpo(2), atún(2), ensaladilla(2), guacamole(1), curry(1), gambas(1), bizcocho(1), salmón(1), tiramisú(1), gyozas(1), lomo(1), langostinos(1)",,"comida, platos, siempre, trato, servicio"
70,DiverXO,"Calle del Padre Damián, 23",94,4.5,3.096,48.9,9.6,41.5,39,49,27,19,9,14,25,43,73,23,35,24,1,0,6,36,6,5,1,31,45.7,77.7,24.5,37.2,25.5,1.1,0.0,6.4,38.3,6.4,5.3,1.1,33.0,30,39,11,13,14,1,0,5,20,3,1,0,18,10,27,8,16,8,0,0,1,14,3,3,0,12,3.7,3.26,3.26,2.86,3.25,5.0,,4.17,3.14,2.83,2.2,3.0,3.26,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"angulas(2), percebes(2), cordero(1), pasta(1), tarta(1)","angulas(2), percebes(2), cordero(1), pasta(1), tarta(1), jamón(1), arroz(1), gazpacho(1), tiramisú(1), bogavante(1), sushi(1), oreja(1), kokotxas(1), ceviche(1)",,"experiencia, platos, comida, menú, sabores"
71,Bosque De Piamonte,"Calle de Fuencarral, 86",91,4.9,4.659,93.4,0.0,6.6,6,10,76,9,0,2,4,72,74,27,36,12,6,3,3,27,1,0,0,8,79.1,81.3,29.7,39.6,13.2,6.6,3.3,3.3,29.7,1.1,0.0,0.0,8.8,69,70,26,34,11,6,3,3,27,0,0,0,7,3,4,1,2,1,0,0,0,0,1,0,0,1,4.75,4.73,4.74,4.69,4.58,5.0,5.0,5.0,5.0,2.0,,,4.38,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"pasta(11), tiramisu(5), risotto(4), lasaña(4), tagliatelle napoli(2)","pasta(11), tiramisu(5), risotto(4), lasaña(4), tagliatelle napoli(2), sangria(1), gambas(1), carbonara(1), espaguetis(1)",,"comida, buena, atención, precio, pizza"
72,Steakburger Las Tablas,"Calle Palas del Rey, 38",94,4.9,4.564,90.4,0.0,9.6,9,9,77,8,0,3,6,77,52,22,8,7,7,3,13,21,0,0,0,18,81.9,55.3,23.4,8.5,7.4,7.4,3.2,13.8,22.3,0.0,0.0,0.0,19.1,72,50,22,6,5,7,3,11,21,0,0,0,18,5,2,0,2,2,0,0,2,0,0,0,0,0,4.7,4.81,4.82,3.88,4.0,4.86,4.67,4.38,4.95,,,,4.94,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,"nachos(5), brownie(3), sangría(2), costillar(2), lomo bajo(2)","nachos(5), brownie(3), sangría(2), costillar(2), lomo bajo(2), chorizo(1), margarita(1), chuletón(1)",,"comida, atención, servicio, excelente, hamburguesas"
73,Kausa Madrid 1,"Calle de Bordadores, 5",96,4.7,4.292,83.3,1.0,15.6,15,10,72,8,1,2,13,63,80,13,15,7,2,2,4,20,3,0,0,3,65.6,83.3,13.5,15.6,7.3,2.1,2.1,4.2,20.8,3.1,0.0,0.0,3.1,62,73,11,14,4,2,2,4,19,2,0,0,3,1,7,2,1,3,0,0,0,1,1,0,0,0,4.86,4.56,4.15,4.53,3.29,5.0,4.5,5.0,4.8,3.67,,,5.0,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"causa limeña(6), tiradito(3), lomo saltado(3), lomo salteado(3), tequeños(2)","causa limeña(6), tiradito(3), lomo saltado(3), lomo salteado(3), tequeños(2), tarta(2), arroz chaufa(2), mejillones(1), anticuchos(1), suspiro(1)",,"comida, buena, atención, rico, excelente"
74,Bestial By Rosi La Loca,"Calle del Prado, 4",91,4.7,4.407,82.4,6.6,11.0,10,16,68,7,6,5,5,70,66,41,16,9,6,0,4,32,1,2,9,13,76.9,72.5,45.1,17.6,9.9,6.6,0.0,4.4,35.2,1.1,2.2,9.9,14.3,58,56,34,10,6,6,0,2,25,0,0,7,12,7,6,4,4,2,0,0,2,5,0,2,1,1,4.44,4.47,4.39,3.88,3.78,4.5,,3.25,4.25,3.0,2.0,4.11,4.62,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"tiramisú(5), pulpo(4), croquetas(3), atún(2), falso risotto(2)","tiramisú(5), pulpo(4), croquetas(3), atún(2), falso risotto(2), lubina(1), lomo(1), calamares(1), zamburiñas(1), salmón(1), jamón(1), tarta(1), ceviche(1)",,"comida, experiencia, buena, servicio, atención"
75,sr.Ito,"Calle Pelayo, 60",91,4.6,4.615,91.2,3.3,5.5,5,10,73,10,3,1,4,67,78,32,22,6,4,0,3,33,0,0,0,15,73.6,85.7,35.2,24.2,6.6,4.4,0.0,3.3,36.3,0.0,0.0,0.0,16.5,64,73,31,18,3,4,0,3,30,0,0,0,13,2,3,0,2,2,0,0,0,3,0,0,0,1,4.76,4.68,4.72,4.36,3.17,5.0,,5.0,4.52,,,,4.33,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"sushi(8), atún(3), salmón(3), edamame(1), miso(1)","sushi(8), atún(3), salmón(3), edamame(1), miso(1), tempura(1), tiradito(1), centollo(1), tacos(1)",,"comida, calidad, experiencia, atención, buena"
76,Tacos & Tapas,"Calle Redondilla, 7",94,4.7,4.521,88.3,6.4,5.3,5,21,69,14,6,1,4,66,74,44,25,6,10,1,4,59,3,1,0,24,70.2,78.7,46.8,26.6,6.4,10.6,1.1,4.3,62.8,3.2,1.1,0.0,25.5,62,68,42,21,6,9,1,4,54,3,1,0,23,1,1,0,0,0,0,0,0,1,0,0,0,0,4.7,4.64,4.68,4.36,4.67,4.4,5.0,5.0,4.64,4.33,5.0,,4.67,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,"guacamole(8), ceviche(2), carrillera(2), cordero barbacoa(2), tacos cochinita(2)","guacamole(8), ceviche(2), carrillera(2), cordero barbacoa(2), tacos cochinita(2), vienen tacos(2), corona tarta(2), nachos espectaculares(2), nachos supremos(2), gambas(1), langosta(1), pulpo(1)",,"comida, tacos, atención, nachos, restaurante"
77,La Burbujería,"Calle del Barco, 7",97,4.9,4.371,85.6,0.0,14.4,14,16,72,11,0,6,8,70,80,30,16,7,8,1,6,31,6,0,0,21,72.2,82.5,30.9,16.5,7.2,8.2,1.0,6.2,32.0,6.2,0.0,0.0,21.6,68,76,28,15,6,8,1,6,29,5,0,0,20,2,4,2,1,1,0,0,0,2,1,0,0,1,4.79,4.71,4.7,4.69,4.43,4.88,5.0,4.83,4.65,4.33,,,4.81,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"croquetas(10), tiramisú(7), ensaladilla(6), chorizo(3), cordero(3)","croquetas(10), tiramisú(7), ensaladilla(6), chorizo(3), cordero(3), panna cotta(3), salmón(2), filete(2), sepia(2), anchoas(2), gambas(2), tempura(2), pimientos(2), jamón(2)",,"comida, servicio, calidad, gran, madrid"
78,Tinto Y Tapas Principe,"Calle Príncipe, 4",94,4.5,4.181,80.9,3.2,16.0,15,26,60,16,3,5,10,62,69,33,31,8,3,3,7,30,2,0,0,7,66.0,73.4,35.1,33.0,8.5,3.2,3.2,7.4,31.9,2.1,0.0,0.0,7.4,54,60,27,26,5,3,3,6,29,2,0,0,6,7,8,6,4,3,0,0,1,1,0,0,0,1,4.42,4.33,4.18,4.26,3.5,4.0,4.67,4.29,4.67,5.0,,,4.43,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"empanadas argentinas(4), salmón(4), jamón(3), dos tostas(3), atún(2)","empanadas argentinas(4), salmón(4), jamón(3), dos tostas(3), atún(2), dos empanadas(2), solomillo espectaculares(2), tres empanadas(2), sangría(1), chuleton(1), chorizo(1), cecina(1)",,"comida, empanadas, buena, tostas, pizzas"
79,Everest Tandoori Nepali-Indian Restaurant,"Calle de Pegaso, 13",94,4.6,4.34,84.0,5.3,10.6,10,23,64,15,5,3,7,59,78,12,29,9,3,1,4,37,13,0,1,9,62.8,83.0,12.8,30.9,9.6,3.2,1.1,4.3,39.4,13.8,0.0,1.1,9.6,54,70,11,25,8,2,1,4,35,11,0,1,8,1,4,0,2,1,0,0,0,1,2,0,0,1,4.64,4.56,4.42,4.34,4.56,4.0,5.0,4.5,4.68,4.23,,5.0,4.33,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,"curry(5), tikka masala(5), gambas(3), langostinos(2), pollo tandoori(2)","curry(5), tikka masala(5), gambas(3), langostinos(2), pollo tandoori(2), cordero pollo(2), cheese naan(2), secreto(1)",,"comida, buena, restaurante, buen, servicio"
80,Café Astral,"Camino Viejo de Leganés, 82",91,4.9,4.769,95.6,2.2,2.2,2,8,78,9,2,0,2,75,71,10,5,2,3,0,5,18,8,0,1,20,82.4,78.0,11.0,5.5,2.2,3.3,0.0,5.5,19.8,8.8,0.0,1.1,22.0,74,69,10,5,2,3,0,5,18,8,0,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,4.87,4.86,4.8,4.8,5.0,4.33,,5.0,4.89,4.75,,5.0,4.85,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"cochinillo(5), croquetas(3), oreja(2), pulpo(2), huevos estrellados(2)","cochinillo(5), croquetas(3), oreja(2), pulpo(2), huevos estrellados(2), pimientos(1), morcilla(1), solomillo(1), salmón(1), jamón(1), filete(1)",,"comida, atención, camareros, excelente, trato"
81,Kuoco 360 food,"Calle Barquillo, 30",93,4.6,4.269,80.6,5.4,14.0,13,16,61,14,5,8,5,67,86,29,29,12,4,1,1,46,6,0,0,21,72.0,92.5,31.2,31.2,12.9,4.3,1.1,1.1,49.5,6.5,0.0,0.0,22.6,55,71,23,23,7,3,1,1,38,6,0,0,18,7,10,4,5,4,1,0,0,4,0,0,0,2,4.34,4.36,4.17,4.07,3.58,3.75,5.0,5.0,4.37,4.83,,,4.48,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"ceviche(5), croquetas(3), pulpo(2), carrillera(2), migas(2)","ceviche(5), croquetas(3), pulpo(2), carrillera(2), migas(2), bogavante(2), black ravioli(2), mojito(1), mojo(1), margarita(1), arroz(1), navajas(1), carrillada(1), centollo(1), langosta(1)",,"platos, comida, menú, sabores, servicio"
82,SteakBurger Castellana 89,"Paseo de la Castellana, 89",96,4.9,4.385,88.5,1.0,10.4,10,14,67,18,1,1,9,74,65,20,12,8,6,6,9,22,1,0,0,8,77.1,67.7,20.8,12.5,8.3,6.2,6.2,9.4,22.9,1.0,0.0,0.0,8.3,70,61,19,12,7,6,6,9,22,1,0,0,8,3,3,0,0,1,0,0,0,0,0,0,0,0,4.65,4.63,4.4,4.83,4.25,4.5,5.0,4.89,4.91,5.0,,,4.5,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"costillar(4), chuletón(3), filete(1), solomillo(1), empanada(1)","costillar(4), chuletón(3), filete(1), solomillo(1), empanada(1), helado(1), nachos(1), lomo(1), pimientos(1)",,"comida, servicio, excelente, atención, buena"
83,Pizzeria Fratelli,"Calle Quero, 83-85",102,4.7,4.451,86.3,1.0,12.7,13,5,86,2,1,0,13,73,59,14,11,9,2,1,9,20,9,0,0,13,71.6,57.8,13.7,10.8,8.8,2.0,1.0,8.8,19.6,8.8,0.0,0.0,12.7,72,59,13,11,9,2,1,8,19,9,0,0,13,1,0,1,0,0,0,0,1,1,0,0,0,0,4.92,4.97,4.64,4.91,5.0,5.0,4.0,4.56,4.75,5.0,,,4.85,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"pasta rellena(2), crepe(1), flan(1), morcilla(1), migas(1)","pasta rellena(2), crepe(1), flan(1), morcilla(1), migas(1)",,"hugo, comida, pizzas, atención, siempre"
84,La berenjena,"Calle Marqués de Toca, 7",93,4.6,4.0,74.2,9.7,16.1,15,29,46,23,9,8,7,55,72,37,24,13,4,0,1,30,6,0,0,12,59.1,77.4,39.8,25.8,14.0,4.3,0.0,1.1,32.3,6.5,0.0,0.0,12.9,41,54,30,16,7,4,0,1,23,6,0,0,9,8,10,4,6,3,0,0,0,3,0,0,0,1,4.07,4.03,4.16,3.71,3.69,4.5,,4.0,4.07,4.33,,,4.08,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"rodaballo(6), berenjenas(5), navajas(5), croquetas(5), entraña(4)","rodaballo(6), berenjenas(5), navajas(5), croquetas(5), entraña(4), bacalao(3), mejillones(3), gyozas(3), falso risotto(3), langostinos rellenos(3), morcilla(2), carrillera(2), carrillada(1), pulpo(1), foie(1)",,"comida, platos, ensalada, buena, local"
85,Angelita Madrid,"Calle de la Reina, 4",96,4.6,4.177,78.1,6.2,15.6,15,27,63,12,6,5,10,60,77,29,28,10,1,2,7,31,5,1,2,20,62.5,80.2,30.2,29.2,10.4,1.0,2.1,7.3,32.3,5.2,1.0,2.1,20.8,52,64,23,19,7,1,1,6,24,2,1,2,16,6,8,3,6,2,0,1,0,5,2,0,0,2,4.45,4.36,4.28,3.86,4.0,4.0,3.0,4.71,4.26,3.0,5.0,5.0,4.35,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"pisto(6), ratatouille(4), salmón(3), callos(3), tortilla vaga(2)","pisto(6), ratatouille(4), salmón(3), callos(3), tortilla vaga(2), presa(1), tarta(1), ceviche(1), pluma(1), pasta(1), oreja(1), mejillones(1), helado(1), pimientos(1), jamón(1)",,"comida, restaurante, servicio, vinos, madrid"
86,Casa Lucas,"Calle de la Cava Baja, 30",90,4.5,4.278,82.2,5.6,12.2,11,24,56,18,5,7,4,56,62,32,17,16,3,1,4,25,1,1,1,12,62.2,68.9,35.6,18.9,17.8,3.3,1.1,4.4,27.8,1.1,1.1,1.1,13.3,50,55,26,11,13,3,1,3,23,0,1,0,9,5,3,2,4,2,0,0,1,2,0,0,0,3,4.48,4.48,4.31,3.71,4.25,4.67,4.0,4.0,4.48,3.0,4.0,3.0,3.92,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"morcilla(5), calamares(5), croquetas mixtas(4), atún(3), tostas(3)","morcilla(5), calamares(5), croquetas mixtas(4), atún(3), tostas(3), manitas(2), callos(2), foie(2), bacalao(2), arroz cremoso(2), vermut(1), jamón(1), pintxos(1), chorizo(1), gambas(1)",,"comida, lugar, vino, servicio, madrid"
87,Taberna la Concha,"Calle de la Cava Baja, 7",90,4.5,4.289,82.2,4.4,13.3,12,25,63,11,4,3,9,49,53,34,19,16,2,2,5,27,4,1,0,14,54.4,58.9,37.8,21.1,17.8,2.2,2.2,5.6,30.0,4.4,1.1,0.0,15.6,39,43,28,15,10,1,2,4,26,2,1,0,11,9,9,2,2,4,0,0,0,1,2,0,0,3,4.12,4.25,4.38,4.26,3.69,3.5,5.0,4.6,4.81,3.0,5.0,,4.29,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"tostas(6), gambas(4), curry(4), carrillera(3), vermut casero(3)","tostas(6), gambas(4), curry(4), carrillera(3), vermut casero(3), migas(2), callos(2), tarta(2), solomillo(2), albóndigas caseras(2), vermú casero(2), martini(1), negroni(1), calamares(1), pulpo(1)",,"tapas, vermut, lugar, madrid, comida"
88,Vinos de Bellota,"Calle Antonio Acuña, 27",90,4.6,4.433,86.7,3.3,10.0,9,13,65,13,3,4,5,61,68,25,33,3,4,2,10,27,9,0,0,6,67.8,75.6,27.8,36.7,3.3,4.4,2.2,11.1,30.0,10.0,0.0,0.0,6.7,55,60,18,28,2,2,2,10,24,7,0,0,5,3,6,5,3,1,0,0,0,3,2,0,0,1,4.62,4.49,3.92,4.33,4.0,4.0,4.0,4.9,4.52,4.0,,,4.0,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"tiramisú(8), foie(5), jamón(5), morcilla(4), mojo(3)","tiramisú(8), foie(5), jamón(5), morcilla(4), mojo(3), pimientos rellenos(3), mejillones(2), pluma ibérica(2), anchoas(1), fideua(1), presa(1), gambas(1), soufflé(1), migas(1), helado(1)",,"comida, calidad, servicio, buena, precio"
89,Tapa Tapa Arenal,"Calle del Arenal, 15",90,4.4,4.178,81.1,2.2,16.7,15,15,60,13,2,3,12,69,62,15,10,14,3,2,10,18,1,0,0,6,76.7,68.9,16.7,11.1,15.6,3.3,2.2,11.1,20.0,1.1,0.0,0.0,6.7,60,51,14,7,11,2,2,8,16,1,0,0,5,7,10,1,3,3,1,0,2,2,0,0,0,1,4.39,4.23,4.53,3.6,3.79,4.0,5.0,4.2,4.5,5.0,,,4.33,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"sangría(5), paella(4), croquetas(2), lomo(2), empanadas(2)","sangría(5), paella(4), croquetas(2), lomo(2), empanadas(2), jamón ibérico(2), patatas bravas(2), tortilla(1), gambas(1), pimientos(1)",,"comida, atención, servicio, buena, excelente"
90,Almalibre Açaí House,"Calle de la Libertad, 17",90,4.9,4.733,93.3,1.1,5.6,5,12,79,5,1,3,2,53,66,33,6,8,9,4,1,24,2,1,0,12,58.9,73.3,36.7,6.7,8.9,10.0,4.4,1.1,26.7,2.2,1.1,0.0,13.3,50,61,30,5,7,9,4,1,21,2,1,0,11,2,4,3,1,1,0,0,0,3,0,0,0,1,4.79,4.73,4.64,4.17,4.38,4.78,5.0,5.0,4.58,5.0,5.0,,4.75,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"margarita(2), waffle(1), hummus(1)","margarita(2), waffle(1), hummus(1)",,"comida, lugar, atención, mejor, buena"
91,Vinitus Gran Vía Madrid,"Calle Gran Vía, 4",94,4.6,4.149,81.9,6.4,11.7,11,22,51,26,6,2,9,56,66,34,38,27,1,2,5,21,1,0,1,11,59.6,70.2,36.2,40.4,28.7,1.1,2.1,5.3,22.3,1.1,0.0,1.1,11.7,49,55,30,35,21,1,2,5,18,0,0,1,9,4,6,2,0,4,0,0,0,2,0,0,0,2,4.38,4.26,4.32,4.53,4.0,4.0,4.5,4.4,4.19,3.0,,4.0,3.91,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"tortilla(4), bacalao(4), sangría(4), helado(3), croquetas(3)","tortilla(4), bacalao(4), sangría(4), helado(3), croquetas(3), gambas(3), pulpo(3), patatas bravas(3), brownie(2), filete(2), oreja(2), ensaladilla(2), foie gras(2), morcilla(1)",,"tapas, comida, servicio, madrid, gran"
92,Gandarío,"Calle de Gaztambide, 28",96,4.7,4.354,85.4,3.1,11.5,11,23,68,14,3,2,9,50,46,32,36,12,4,1,4,33,6,0,0,11,52.1,47.9,33.3,37.5,12.5,4.2,1.0,4.2,34.4,6.2,0.0,0.0,11.5,47,42,29,34,10,4,1,4,32,6,0,0,11,3,2,2,0,1,0,0,0,0,0,0,0,0,4.66,4.54,4.5,4.69,4.25,4.25,4.0,5.0,4.79,5.0,,,4.82,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"croquetas(7), tortilla(5), chorizo(2), filete(1), tostas(1)","croquetas(7), tortilla(5), chorizo(2), filete(1), tostas(1), secreto(1), tequeños(1), calamares(1), entrecot(1)",,"tablas, sitio, comida, madrid, buen"
93,Matilda,"Calle de Almadén, 15",96,4.6,4.448,89.6,1.0,9.4,9,23,71,15,1,0,9,66,63,43,26,10,2,0,7,34,1,1,0,15,68.8,65.6,44.8,27.1,10.4,2.1,0.0,7.3,35.4,1.0,1.0,0.0,15.6,62,61,43,26,10,2,0,7,32,1,1,0,15,3,1,0,0,0,0,0,0,1,0,0,0,0,4.64,4.75,4.79,4.88,4.8,5.0,,4.71,4.68,4.0,4.0,,4.87,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"gazpacho(2), jamón(2), bizcocho(2), risotto(1), merluza(1)","gazpacho(2), jamón(2), bizcocho(2), risotto(1), merluza(1), flan(1), pasta(1), arroz(1), tostas(1), lomo(1), chorizo(1), lasaña(1)",,"comida, lugar, atención, excelente, madrid"
