id_restaurante,nombre,direccion,n_resenas,valoracion_google,avg_estrellas_modelo,pct_positivo,pct_neutro,pct_negativo,n_resenas_negativas,n_baja_confianza,estrellas_5,estrellas_4,estrellas_3,estrellas_2,estrellas_1,servicio_menciones,comida_menciones,ambiente_menciones,precio_menciones,velocidad_menciones,ruido_menciones,limpieza_menciones,ninos_menciones,mascotas_menciones,terraza_menciones,vistas_menciones,musica_directo_menciones,romantico_menciones,servicio_pct,comida_pct,ambiente_pct,precio_pct,velocidad_pct,ruido_pct,limpieza_pct,ninos_pct,mascotas_pct,terraza_pct,vistas_pct,musica_directo_pct,romantico_pct,servicio_pos,comida_pos,ambiente_pos,precio_pos,velocidad_pos,ruido_pos,limpieza_pos,ninos_pos,mascotas_pos,terraza_pos,vistas_pos,musica_directo_pos,romantico_pos,servicio_neg,comida_neg,ambiente_neg,precio_neg,velocidad_neg,ruido_neg,limpieza_neg,ninos_neg,mascotas_neg,terraza_neg,vistas_neg,musica_directo_neg,romantico_neg,servicio_avg_stars,comida_avg_stars,ambiente_avg_stars,precio_avg_stars,velocidad_avg_stars,ruido_avg_stars,limpieza_avg_stars,ninos_avg_stars,mascotas_avg_stars,terraza_avg_stars,vistas_avg_stars,musica_directo_avg_stars,romantico_avg_stars,servicio_rep,comida_rep,ambiente_rep,precio_rep,velocidad_rep,ruido_rep,limpieza_rep,ninos_rep,mascotas_rep,terraza_rep,vistas_rep,musica_directo_rep,romantico_rep,criterio_ninos,criterio_mascotas,criterio_terraza,criterio_vistas,criterio_musica_directo,criterio_romantico,top5_platos,todos_platos,personal_destacado,terminos_tfidf
94,Arpit,"Calle Maria Tubau, 19",96,4.7,4.396,87.5,2.1,10.4,10,14,70,14,2,0,10,70,74,18,14,4,3,6,5,36,3,0,0,8,72.9,77.1,18.8,14.6,4.2,3.1,6.2,5.2,37.5,3.1,0.0,0.0,8.3,68,69,16,13,3,3,6,5,36,3,0,0,8,1,3,1,1,1,0,0,0,0,0,0,0,0,4.79,4.62,4.39,4.57,4.0,5.0,4.67,5.0,4.81,5.0,,,4.88,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"arroz(6), cordero(3), korma(2), tikka masala(2), naan(1)","arroz(6), cordero(3), korma(2), tikka masala(2), naan(1), gambas(1), albóndigas(1)",,"comida, atención, restaurante, excelente, volveremos"
95,Bacira,"Calle del Castillo, 16",93,4.5,4.054,73.1,12.9,14.0,13,25,52,16,12,4,9,58,80,22,30,13,5,0,4,38,6,1,1,16,62.4,86.0,23.7,32.3,14.0,5.4,0.0,4.3,40.9,6.5,1.1,1.1,17.2,42,59,16,23,7,3,0,3,28,5,0,1,11,8,10,0,2,6,0,0,0,4,1,0,0,2,3.98,4.1,4.18,4.23,3.15,3.8,,4.25,4.08,4.0,3.0,5.0,3.94,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"carrillera(5), foie(4), callos(4), salmón(3), curry(3)","carrillera(5), foie(4), callos(4), salmón(3), curry(3), gambas(3), pulpo(3), croquetas(3), arroz(2), helado(2), cordero(2), ensaladilla rusa(2), increibles tiradito(2), jamón(1)",,"platos, comida, servicio, cocina, calidad"
96,Purnima Indian Restaurant,"Calle Goya, 110",90,4.5,4.211,76.7,7.8,15.6,14,16,64,5,7,4,10,73,80,43,23,10,4,0,5,33,5,5,0,14,81.1,88.9,47.8,25.6,11.1,4.4,0.0,5.6,36.7,5.6,5.6,0.0,15.6,59,63,37,16,6,2,0,4,26,4,5,0,10,7,10,5,3,2,1,0,1,5,0,0,0,3,4.37,4.31,4.4,4.17,3.8,3.5,,4.0,4.24,4.6,5.0,,4.14,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"cordero(5), arroz(4), tandoori(4), tikka masala(2), gambas(1)","cordero(5), arroz(4), tandoori(4), tikka masala(2), gambas(1), nachos(1), korma(1), samosa(1), curry(1), naan(1)",,"comida, restaurante, decoración, platos, servicio"
97,Casa Jaguar Madrid,"Calle de los Caños del Peral, 9",96,4.6,4.219,80.2,6.2,13.5,13,22,64,13,6,2,11,65,79,31,21,6,12,0,3,28,4,0,1,11,67.7,82.3,32.3,21.9,6.2,12.5,0.0,3.1,29.2,4.2,0.0,1.0,11.5,58,69,29,16,4,11,0,2,24,3,0,1,9,4,5,0,2,1,1,0,1,2,0,0,0,0,4.57,4.49,4.71,4.14,3.83,4.42,,4.0,4.46,4.25,,5.0,4.55,True,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,"arepas(12), lubina(8), langostinos(3), arroz(2), empanadas(2)","arepas(12), lubina(8), langostinos(3), arroz(2), empanadas(2), margarita(2), lomo(2), guacamole(2), helado(1), nachos(1), solomillo(1), calamares(1), gambas(1), pulpo(1)",,"comida, excelente, buena, sitio, servicio"
98,WelkhomeClub,"Calle Monte Esquinza, 15",93,4.8,4.688,94.6,0.0,5.4,5,10,78,10,0,1,4,61,86,31,8,6,6,0,5,27,1,0,0,10,65.6,92.5,33.3,8.6,6.5,6.5,0.0,5.4,29.0,1.1,0.0,0.0,10.8,61,84,31,8,6,6,0,5,26,1,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,4.85,4.8,4.84,4.75,4.5,4.83,,5.0,4.7,4.0,,,4.9,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"brownie(3), sushi(2), tacos(1), helado(1), nachos(1)","brownie(3), sushi(2), tacos(1), helado(1), nachos(1)",,"comida, servicio, sitio, atención, recomendable"
99,Trattoria Malatesta,"Calle Colorelos, 5",99,4.4,3.747,66.7,6.1,27.3,27,25,56,10,6,6,21,68,65,20,27,17,2,2,8,27,5,0,0,12,68.7,65.7,20.2,27.3,17.2,2.0,2.0,8.1,27.3,5.1,0.0,0.0,12.1,47,49,14,21,5,0,2,6,20,2,0,0,7,16,13,5,4,10,2,0,2,6,3,0,0,4,3.87,4.06,3.85,4.19,2.53,1.5,5.0,3.88,4.07,2.8,,,3.5,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"tagliatelle(4), carbonara(4), paella(3), tiramisú(3), pulpo(2)","tagliatelle(4), carbonara(4), paella(3), tiramisú(3), pulpo(2), margarita(1), risotto(1), arroz(1), causa(1), berenjenas(1), jamón(1), presa(1), mejillones(1), ravioli(1)",,"comida, pasta, pizza, buena, servicio"
100,Restaurante Alabaster,"Calle Montalbán, 9",90,4.5,4.611,90.0,6.7,3.3,3,22,67,14,6,3,0,71,78,35,25,14,3,1,7,28,7,1,0,19,78.9,86.7,38.9,27.8,15.6,3.3,1.1,7.8,31.1,7.8,1.1,0.0,21.1,65,69,33,19,9,3,1,6,26,7,1,0,18,2,3,0,2,2,0,0,0,1,0,0,0,0,4.66,4.58,4.6,4.16,4.0,5.0,4.0,4.57,4.64,4.86,5.0,,4.68,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"zamburiñas(6), navajas(5), pil pil(3), berberechos(2), empanada(2)","zamburiñas(6), navajas(5), pil pil(3), berberechos(2), empanada(2), gambas(2), ravioli(2), solomillo(2), coulant(2), helado(2), lubina(2), arroz seco(2), pulpo asado(2), jamón(1), croqueta(1)",,"servicio, comida, restaurante, calidad, platos"
101,The Market Madrid,"Calle Clara del Rey, 24",100,4.7,4.28,86.0,1.0,13.0,13,20,67,19,1,1,12,63,85,37,37,4,1,0,6,33,8,2,0,12,63.0,85.0,37.0,37.0,4.0,1.0,0.0,6.0,33.0,8.0,2.0,0.0,12.0,62,81,36,35,4,0,0,6,30,7,2,0,11,0,3,1,2,0,1,0,0,2,1,0,0,1,4.75,4.64,4.57,4.59,5.0,2.0,,4.83,4.55,4.38,4.5,,4.58,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"ravioli(4), dorada(4), migas(3), merluza(3), sobrasada(2)","ravioli(4), dorada(4), migas(3), merluza(3), sobrasada(2), morcilla(2), bacalao(2), mejillones(2), secreto(2), entraña(2), ensaladilla rusa(2), oreja(1), presa(1), salmorejo(1), gambas(1)",,"platos, comida, carta, servicio, calidad"
102,Amicis,"Plaza del Conde de Miranda, 4",100,4.5,3.89,69.0,8.0,23.0,23,23,60,9,8,6,17,68,78,22,24,14,5,0,4,29,17,0,1,15,68.0,78.0,22.0,24.0,14.0,5.0,0.0,4.0,29.0,17.0,0.0,1.0,15.0,53,63,19,16,9,4,0,3,24,15,0,1,13,10,9,3,4,3,0,0,0,3,1,0,0,1,4.21,4.33,4.5,3.88,3.79,4.6,,4.25,4.41,4.65,,5.0,4.53,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,"tarta(4), filete(4), croquetas(4), pasta(3), arroz(2)","tarta(4), filete(4), croquetas(4), pasta(3), arroz(2), lubina(2), pulpo(2), berenjenas(2), risotto(2), patatas bravas(2), chorizo(1), salmón(1), solomillo(1), almejas(1), sangria(1)",,"comida, servicio, buena, restaurante, lugar"
103,Casa Benigna,"Calle Benigno Soto, 9",94,4.5,4.404,87.2,2.1,10.6,10,21,69,13,2,1,9,58,69,36,10,12,2,0,13,27,10,0,11,24,61.7,73.4,38.3,10.6,12.8,2.1,0.0,13.8,28.7,10.6,0.0,11.7,25.5,52,64,33,8,11,2,0,13,22,9,0,10,23,4,3,1,2,1,0,0,0,3,1,0,0,0,4.52,4.67,4.64,3.8,4.58,5.0,,4.69,4.19,4.4,,4.55,4.75,True,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,"paella(19), salmón ahumado(13), arroz negro(6), fideuá(4), tarta(3)","paella(19), salmón ahumado(13), arroz negro(6), fideuá(4), tarta(3), pasta(2), gazpacho(2), arroz abanda(2), jamón(1), almejas(1), ramen(1), mousse(1), gambas(1)",,"arroces, comida, restaurante, arroz, servicio"
104,Tandoori Station,"Calle de José Ortega y Gasset, 89-91",94,4.4,3.766,66.0,7.4,26.6,25,21,50,12,7,10,15,57,81,29,32,13,5,0,6,28,9,0,1,8,60.6,86.2,30.9,34.0,13.8,5.3,0.0,6.4,29.8,9.6,0.0,1.1,8.5,42,58,21,17,6,3,0,4,17,7,0,0,5,11,17,4,10,4,2,0,2,6,1,0,1,1,4.09,3.99,4.14,3.41,3.31,3.4,,3.83,3.71,4.22,,2.0,3.88,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"cordero(10), curry(7), naan(6), tandoori station(4), gambas(3)","cordero(10), curry(7), naan(6), tandoori station(4), gambas(3), keema samosa(3), pollo tandoori(3), berenjenas(2), helado(2), korma(2), arroz blanco(2), horno tandoori(2), tikka masala(2), langostinos(1), biryani(1)",,"comida, restaurante, calidad, servicio, platos"
105,Oven Mozzarella Bernabeu,"Avenida Concha Espina, 4",97,4.8,4.381,83.5,3.1,13.4,13,13,76,5,3,3,10,66,71,21,17,11,3,2,8,20,2,0,0,10,68.0,73.2,21.6,17.5,11.3,3.1,2.1,8.2,20.6,2.1,0.0,0.0,10.3,60,63,18,15,9,3,2,8,19,1,0,0,10,5,5,1,1,0,0,0,0,1,0,0,0,0,4.67,4.61,4.67,4.65,4.55,5.0,5.0,5.0,4.75,4.0,,,5.0,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"pasta(9), tiramisú(3), helado(2), lasaña(2), carbonara(2)","pasta(9), tiramisú(3), helado(2), lasaña(2), carbonara(2), risotto(1), croquetas(1)",,"comida, buena, servicio, atención, excelente"
106,Pizzart Villa Recoletos,"Calle de Recoletos, 10",100,4.8,4.38,84.0,3.0,13.0,13,11,78,6,3,2,11,74,62,26,17,11,6,2,7,21,3,0,0,16,74.0,62.0,26.0,17.0,11.0,6.0,2.0,7.0,21.0,3.0,0.0,0.0,16.0,70,58,23,13,8,6,2,7,20,3,0,0,14,1,2,1,2,1,0,0,0,0,0,0,0,1,4.81,4.76,4.62,4.29,4.27,4.83,5.0,5.0,4.86,5.0,,,4.62,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"tiramisú(5), pasta(4), margarita(2), focaccia(2), jamón(1)","tiramisú(5), pasta(4), margarita(2), focaccia(2), jamón(1), carbonara(1), mojito(1), helado(1)",,"comida, servicio, pizza, noelia, buena"
107,DokiDOki,"Calle de Villalar, 4",103,4.5,3.583,59.2,17.5,23.3,24,35,44,17,18,3,21,54,74,39,39,16,2,2,3,28,0,0,0,24,52.4,71.8,37.9,37.9,15.5,1.9,1.9,2.9,27.2,0.0,0.0,0.0,23.3,36,49,29,18,7,2,1,2,20,0,0,0,18,7,10,2,8,3,0,0,0,2,0,0,0,2,3.83,3.89,4.13,3.36,3.38,5.0,4.0,4.0,4.14,,,,4.04,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"gyozas(11), salmón(9), sashimi(3), lubina(3), langostinos(3)","gyozas(11), salmón(9), sashimi(3), lubina(3), langostinos(3), bacalao negro(3), arroz(2), atun(2), cheesecake(2), atún toro(2), atún picante(2), tiramisú(1), mochi(1), rabo(1)",,"comida, calidad, servicio, madrid, local"
108,Taberna del Chato,"Calle de Andrés Mellado, 88",100,4.4,3.57,62.0,8.0,30.0,30,29,47,15,8,8,22,59,53,21,35,14,4,0,7,33,1,1,0,12,59.0,53.0,21.0,35.0,14.0,4.0,0.0,7.0,33.0,1.0,1.0,0.0,12.0,44,38,14,22,8,3,0,3,25,0,1,0,7,10,10,5,7,5,1,0,3,5,1,0,0,3,4.02,3.98,3.86,3.71,3.5,3.5,,3.14,4.21,1.0,5.0,,3.58,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"solomillo(5), bacalao(4), croquetas(4), jamón(3), salmorejo(3)","solomillo(5), bacalao(4), croquetas(4), jamón(3), salmorejo(3), pulpo(3), ceviche(2), dorada(1), mejillones(1), secreto(1), vermut(1), langostinos(1), tortilla(1)",,"tapas, comida, precio, sitio, servicio"
109,Bresca Lavapies,"Calle de los Tres Peces, 20",96,4.5,3.656,68.8,2.1,29.2,28,24,45,21,2,8,20,50,68,30,21,13,9,2,6,23,3,2,0,8,52.1,70.8,31.2,21.9,13.5,9.4,2.1,6.2,24.0,3.1,2.1,0.0,8.3,39,54,23,14,9,6,1,6,20,1,1,0,6,10,12,6,6,4,2,1,0,2,1,1,0,2,4.06,4.01,3.93,3.62,3.69,3.89,3.0,4.5,4.39,3.33,2.5,,4.0,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"carbonara(3), lasaña(3), pasta rellena(2), salmón(1), risotto(1)","carbonara(3), lasaña(3), pasta rellena(2), salmón(1), risotto(1), ravioli(1), margarita(1), sangría(1)",,"comida, buena, pasta, servicio, precio"
110,Miyama,"Paseo de la Castellana, 45",103,4.5,4.243,80.6,3.9,15.5,16,8,75,8,4,2,14,52,72,17,19,8,1,2,7,24,2,2,0,9,50.5,69.9,16.5,18.4,7.8,1.0,1.9,6.8,23.3,1.9,1.9,0.0,8.7,50,67,14,17,7,0,1,6,21,1,1,0,8,1,1,1,0,0,0,1,0,1,1,0,0,1,4.85,4.78,4.47,4.63,4.62,3.0,3.5,4.57,4.67,2.5,4.0,,4.56,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"sushi(7), sashimi(6), arroz(4), bacalao(3), dorada(1)","sushi(7), sashimi(6), arroz(4), bacalao(3), dorada(1), atún(1)",,"calidad, comida, servicio, siempre, platos"
111,Txirimiri Ferraz,"Calle de Ferraz, 28",91,4.5,4.593,89.0,6.6,4.4,4,15,71,10,6,1,3,67,73,18,15,7,0,2,7,24,3,0,0,13,73.6,80.2,19.8,16.5,7.7,0.0,2.2,7.7,26.4,3.3,0.0,0.0,14.3,60,67,16,14,7,0,2,7,24,2,0,0,12,2,1,1,0,0,0,0,0,0,0,0,0,0,4.63,4.68,4.56,4.67,4.71,,5.0,5.0,4.88,4.33,,,4.85,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"croquetas(7), solomillo(5), bacalao(4), pulpo(4), tempura(2)","croquetas(7), solomillo(5), bacalao(4), pulpo(4), tempura(2), foie(2), entrecot(2), tacos(2), ensaladilla(2), chipirones(2), langostinos(1), chuletón(1), gyozas(1), arroz(1), morcilla(1)",,"comida, servicio, excelente, atención, recomendable"
112,Miyama Flor Baja,"Calle Flor Baja, 5",93,4.5,4.28,82.8,5.4,11.8,11,16,60,17,5,4,7,54,79,22,28,5,4,3,0,28,2,3,0,7,58.1,84.9,23.7,30.1,5.4,4.3,3.2,0.0,30.1,2.2,3.2,0.0,7.5,49,67,20,20,3,3,3,0,21,1,1,0,6,2,8,1,6,1,0,0,0,5,1,0,0,0,4.57,4.33,4.36,3.82,3.8,4.0,4.67,,4.11,3.5,3.67,,4.29,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"sashimi(7), arroz(5), tempura(3), bogavante(2), sushi miyama(2)","sashimi(7), arroz(5), tempura(3), bogavante(2), sushi miyama(2), salmón(2), bacalao(1), rodaballo(1), atun(1), pulpo(1), pimientos(1), gyozas(1)",,"comida, calidad, servicio, excelente, madrid"
113,Casa Carola,"Calle Padilla, 54",94,4.5,4.415,87.2,2.1,10.6,10,15,67,15,2,4,6,64,56,16,25,11,2,0,8,39,0,1,0,15,68.1,59.6,17.0,26.6,11.7,2.1,0.0,8.5,41.5,0.0,1.1,0.0,16.0,62,51,16,23,9,2,0,8,37,0,1,0,13,0,3,0,1,1,0,0,0,2,0,0,0,0,4.83,4.59,4.69,4.6,4.27,5.0,,4.62,4.67,,4.0,,4.4,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"croquetas(5), chorizo morcilla(3), morcilla tocino(3), tarta(2), tiramisú(2)","croquetas(5), chorizo morcilla(3), morcilla tocino(3), tarta(2), tiramisú(2), flan(2), leche frita(2), jamón serrano(2), serrano chorizo(2), pollo chorizo(2), mousse(1), helado(1)",,"cocido, comida, servicio, excelente, madrid"
114,Davanti Food & Market,"Calle de Augusto Figueroa, 41",97,4.7,4.247,81.4,4.1,14.4,14,20,68,11,4,2,12,59,68,36,24,8,3,1,8,30,2,0,1,16,60.8,70.1,37.1,24.7,8.2,3.1,1.0,8.2,30.9,2.1,0.0,1.0,16.5,53,63,32,20,3,3,1,7,27,1,0,1,13,3,2,2,3,5,0,0,1,3,1,0,0,2,4.58,4.66,4.56,4.17,2.5,5.0,5.0,4.38,4.47,3.0,,5.0,4.38,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"tagliatelle(5), carbonara(4), tiramisu(4), lasaña(4), pasta rellena(2)","tagliatelle(5), carbonara(4), tiramisu(4), lasaña(4), pasta rellena(2), pasta alla(2), postre tiramisú(2), mejillones(1), almejas(1), langostinos(1), ravioli(1)",,"comida, pasta, restaurante, servicio, atención"
115,Taberna el Arco,"Calle de las Huertas, 7",100,4.4,4.3,82.0,4.0,14.0,14,16,73,9,4,3,11,65,68,17,15,6,6,2,13,24,0,0,0,7,65.0,68.0,17.0,15.0,6.0,6.0,2.0,13.0,24.0,0.0,0.0,0.0,7.0,59,62,15,13,5,4,2,13,23,0,0,0,7,3,3,0,1,1,0,0,0,0,0,0,0,0,4.68,4.66,4.65,4.6,4.5,4.33,5.0,4.69,4.79,,,,4.86,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"ceviche(3), calamares(2), pulpo(2), arroz negro(2), crema catalana(2)","ceviche(3), calamares(2), pulpo(2), arroz negro(2), crema catalana(2), paella valenciana(2), anchoas(1), pimientos(1), berenjenas(1), curry(1), bogavante(1), chorizo(1)",,"comida, paella, buena, excelente, servicio"
116,Restaurante PAIPÁI,"Plaza del Perú, 4",94,4.5,3.989,75.5,4.3,20.2,19,18,55,16,4,5,14,55,81,29,20,15,1,3,7,34,3,2,0,18,58.5,86.2,30.9,21.3,16.0,1.1,3.2,7.4,36.2,3.2,2.1,0.0,19.1,44,67,24,16,12,1,3,5,26,3,2,0,14,7,11,2,4,1,0,0,2,7,0,0,0,2,4.2,4.22,4.28,4.2,4.33,5.0,4.33,3.71,4.03,4.67,4.5,,4.28,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"salmón(8), ceviche(7), arroz(5), foie(5), langostinos(2)","salmón(8), ceviche(7), arroz(5), foie(5), langostinos(2), albóndigas(2), gyozas(2), tacos(2), mejillones(2), gambas(2), croqueta(1), helado(1), torrijas(1), crepe(1)",,"comida, platos, restaurante, servicio, calidad"
117,El Rincon del Cabo,"Calle Lavapiés, 8",103,4.7,4.078,77.7,3.9,18.4,19,22,63,17,4,6,13,60,66,44,23,7,5,1,5,33,1,0,0,6,58.3,64.1,42.7,22.3,6.8,4.9,1.0,4.9,32.0,1.0,0.0,0.0,5.8,55,56,40,18,5,5,1,4,28,1,0,0,5,4,6,2,3,2,0,0,1,3,0,0,0,1,4.53,4.42,4.5,4.26,4.0,4.6,4.0,4.2,4.55,5.0,,,4.5,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"jamon(4), bizcocho(3), albóndigas(3), pil pil(3), morcilla picante(3)","jamon(4), bizcocho(3), albóndigas(3), pil pil(3), morcilla picante(3), empanadas argentinas(3), pulpo(2), mojo(2), tostas(2), ensaladilla(2), pasta(1), guacamole(1), salmón(1), ceviche(1)",,"comida, sitio, croquetas, ambiente, recomendable"
118,Curry Masala,"Calle Silva, 16",103,4.5,4.01,74.8,3.9,21.4,22,16,67,10,4,4,18,62,80,24,16,12,4,6,6,37,1,0,0,7,60.2,77.7,23.3,15.5,11.7,3.9,5.8,5.8,35.9,1.0,0.0,0.0,6.8,60,70,21,15,11,3,5,6,31,0,0,0,6,1,7,1,1,0,1,0,0,5,0,0,0,1,4.79,4.5,4.58,4.75,4.67,4.25,4.67,5.0,4.35,3.0,,,4.14,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"naan(7), arroz(6), tikka masala(5), cordero(4), tandoori(2)","naan(7), arroz(6), tikka masala(5), cordero(4), tandoori(2), langostinos(2), curry masala(2), korma(1), gambas(1), bizcocho(1), biryani(1)",,"comida, servicio, excelente, buena, restaurante"
119,Tampu,"Calle Prim, 13",96,4.5,4.323,82.3,6.2,11.5,11,22,65,14,6,5,6,68,79,36,23,9,2,0,5,43,0,1,0,15,70.8,82.3,37.5,24.0,9.4,2.1,0.0,5.2,44.8,0.0,1.0,0.0,15.6,59,69,29,18,6,1,0,2,38,0,1,0,12,4,4,4,2,2,1,0,1,3,0,0,0,3,4.51,4.54,4.33,4.26,4.0,3.5,,3.6,4.56,,5.0,,4.33,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"lomo saltado(7), ceviche amazónico(5), ceviche pachamanquero(3), zamburiñas(2), croquetas(2)","lomo saltado(7), ceviche amazónico(5), ceviche pachamanquero(3), zamburiñas(2), croquetas(2), tiradito(2), langostinos granizado(2), wakame edamame(2), edamame aguacate(2), pachamanquero langostinos(2), langostinos chipirón(2), chipirón pulpo(2), pulpo mejillón(2)",,"comida, servicio, platos, atención, excelente"
120,Mesón Molinero,"Calle Alhambra, 72",100,4.7,4.23,80.0,4.0,16.0,16,19,73,7,4,2,14,72,73,13,14,6,2,0,17,26,2,0,0,8,72.0,73.0,13.0,14.0,6.0,2.0,0.0,17.0,26.0,2.0,0.0,0.0,8.0,67,64,12,8,6,1,0,14,24,2,0,0,7,4,5,0,4,0,0,0,2,2,0,0,0,0,4.69,4.56,4.69,3.57,4.83,4.0,,4.35,4.65,4.5,,,4.62,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"pulpo(14), chipirones(6), entrecot(3), tarta(3), jamón(3)","pulpo(14), chipirones(6), entrecot(3), tarta(3), jamón(3), cocochas(3), lechazo(2), buñuelos(1), gambas(1), callos(1), migas(1), lubina(1), flan(1), churros(1), solomillo(1)",,"comida, calidad, trato, carne, cordero"
121,La Carbonera Madrid,"Calle de Bernardo Lopez Garcia, 11",94,4.7,4.564,91.5,1.1,7.4,7,13,72,14,1,3,4,52,50,35,13,2,5,0,4,36,3,0,0,19,55.3,53.2,37.2,13.8,2.1,5.3,0.0,4.3,38.3,3.2,0.0,0.0,20.2,49,47,32,9,0,3,0,4,35,3,0,0,19,2,2,2,3,2,1,0,0,1,0,0,0,0,4.67,4.66,4.57,3.92,2.0,4.0,,4.5,4.81,4.67,,,4.89,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"ensaladilla(3), tarta(2), tartaleta(1), lomo(1), albóndigas(1)","ensaladilla(3), tarta(2), tartaleta(1), lomo(1), albóndigas(1), cordero(1), cecina(1)",,"quesos, vinos, experiencia, quesos vinos, cata"
122,Sazón-arte,"Calle Menorca, 19",106,4.8,3.991,77.4,2.8,19.8,21,26,62,20,3,3,18,60,77,33,24,7,1,1,2,43,2,0,0,13,56.6,72.6,31.1,22.6,6.6,0.9,0.9,1.9,40.6,1.9,0.0,0.0,12.3,57,72,31,22,7,1,1,2,39,2,0,0,11,3,2,0,1,0,0,0,0,3,0,0,0,2,4.58,4.61,4.61,4.46,4.71,5.0,4.0,4.0,4.56,4.5,,,4.31,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"pulpo(9), oreja(4), carrillera(3), salmorejo(1), helado(1)","pulpo(9), oreja(4), carrillera(3), salmorejo(1), helado(1), carrillada(1), coulant(1), lubina(1), chorizo(1), guacamole(1)",,"comida, platos, sitio, calidad, siempre"
123,Kaiten Sushi Madrid,"Calle de San Bernardo, 10",108,4.6,3.981,75.9,4.6,19.4,21,12,65,17,5,1,20,45,72,15,9,11,1,8,11,20,0,0,1,8,41.7,66.7,13.9,8.3,10.2,0.9,7.4,10.2,18.5,0.0,0.0,0.9,7.4,41,64,15,7,10,1,8,11,20,0,0,1,7,0,3,0,1,0,0,0,0,0,0,0,0,0,4.6,4.51,4.6,4.22,4.55,4.0,4.62,4.82,4.8,,,5.0,4.5,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,"ramen(4), navajas(1), arroz(1)","ramen(4), navajas(1), arroz(1)",,"comida, buena, experiencia, platos, variedad"
124,Oliveto,"Calle Santa Isabel, 45",100,4.7,4.09,78.0,6.0,16.0,16,21,60,18,6,3,13,63,77,44,35,5,4,1,8,34,7,1,0,17,63.0,77.0,44.0,35.0,5.0,4.0,1.0,8.0,34.0,7.0,1.0,0.0,17.0,57,70,40,32,4,4,1,7,29,4,1,0,15,3,2,1,2,1,0,0,1,2,3,0,0,2,4.51,4.55,4.52,4.54,4.4,5.0,4.0,4.38,4.41,3.29,4.0,,4.41,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,"pasta(20), tiramisú(9), risotto(3), helado(3), jamón(2)","pasta(20), tiramisú(9), risotto(3), helado(3), jamón(2), mejillones(2), cecina(2), berenjenas(1), carrillera(1), tartaleta(1), carbonara(1), lasaña(1), coulant(1), bogavante(1), margarita(1)",,"comida, restaurante, buena, precio, acogedor"
125,Dans Le Noir ?,"Plaza del Biombo, 5",91,4.6,4.44,85.7,2.2,12.1,11,22,67,11,2,8,3,69,66,15,14,9,4,0,10,36,5,8,2,36,75.8,72.5,16.5,15.4,9.9,4.4,0.0,11.0,39.6,5.5,8.8,2.2,39.6,63,54,13,7,7,3,0,8,29,4,8,1,36,6,10,2,6,2,1,0,2,6,1,0,1,0,4.62,4.32,4.4,3.29,4.22,3.75,,4.2,4.25,4.4,4.88,2.5,4.86,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,"atún(1), carrillera(1), empanadas(1), croquetas(1), bacalao(1)","atún(1), carrillera(1), empanadas(1), croquetas(1), bacalao(1), pulpo(1), tarta(1)",,"experiencia, comida, sam, menú, gracias"
